"URL","Uniprot ID","GOTerm","GOType"
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,nucleus,GO Component
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,cytoplasm,GO Component
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,cytosol,GO Component
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,nucleoplasm,GO Component
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"apical plasma membrane",GO Component
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"extracellular exosome",GO Component
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"recycling endosome",GO Component
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,cytoskeleton,GO Component
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"ATP binding",GO Function
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"protein serine-threonine kinase activity",GO Function
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"protein kinase activity",GO Function
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"MAP kinase kinase kinase kinase activity",GO Function
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"regulation of apoptotic process",GO Process
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"protein localization to plasma membrane",GO Process
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"intracellular signal transduction",GO Process
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"actin cytoskeleton reorganization",GO Process
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"protein autophosphorylation",GO Process
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"protein phosphorylation",GO Process
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"positive regulation of protein phosphorylation",GO Process
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"regulation of mitotic cell cycle",GO Process
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"Wnt signaling pathway",GO Process
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"cytoskeleton organization",GO Process
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"regulation of dendrite morphogenesis",GO Process
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"microvillus assembly",GO Process
https://pharos.nih.gov/idg/targets/Q9UKE5,Q9UKE5,"activation of JNKK activity",GO Process
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,nucleus,GO Component
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,cytosol,GO Component
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,"integral component of membrane",GO Component
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,"cytoplasmic vesicle",GO Component
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,dendrite,GO Component
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,"cytoplasmic vesicle membrane",GO Component
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,cytoskeleton,GO Component
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,nucleolus,GO Component
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,"receptor complex",GO Component
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,"ATP binding",GO Function
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,"protein serine-threonine kinase activity",GO Function
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,"MAP kinase kinase kinase activity",GO Function
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,"mitogen-activated protein kinase kinase binding",GO Function
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,"regulation of apoptotic process",GO Process
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,"cell migration",GO Process
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,"nervous system development",GO Process
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,"regulation of cell shape",GO Process
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,"apoptotic process",GO Process
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,"cellular response to DNA damage stimulus",GO Process
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,"response to stress",GO Process
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,"actin cytoskeleton organization",GO Process
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,"activation of MAPKK activity",GO Process
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,"focal adhesion assembly",GO Process
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,"G2 DNA damage checkpoint",GO Process
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,"positive regulation of JNK cascade",GO Process
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,"positive regulation of stress-activated MAPK cascade",GO Process
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,"protein targeting to membrane",GO Process
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,"regulation of cell growth",GO Process
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,"regulation of mitotic cell cycle",GO Process
https://pharos.nih.gov/idg/targets/Q9UL54,Q9UL54,"stress-activated MAPK cascade",GO Process
https://pharos.nih.gov/idg/targets/Q9Y6E0,Q9Y6E0,nucleus,GO Component
https://pharos.nih.gov/idg/targets/Q9Y6E0,Q9Y6E0,cytoplasm,GO Component
https://pharos.nih.gov/idg/targets/Q9Y6E0,Q9Y6E0,cytosol,GO Component
https://pharos.nih.gov/idg/targets/Q9Y6E0,Q9Y6E0,membrane,GO Component
https://pharos.nih.gov/idg/targets/Q9Y6E0,Q9Y6E0,nucleoplasm,GO Component
https://pharos.nih.gov/idg/targets/Q9Y6E0,Q9Y6E0,"Golgi apparatus",GO Component
https://pharos.nih.gov/idg/targets/Q9Y6E0,Q9Y6E0,"extracellular exosome",GO Component
https://pharos.nih.gov/idg/targets/Q9Y6E0,Q9Y6E0,nucleolus,GO Component
https://pharos.nih.gov/idg/targets/Q9Y6E0,Q9Y6E0,"metal ion binding",GO Function
https://pharos.nih.gov/idg/targets/Q9Y6E0,Q9Y6E0,"ATP binding",GO Function
https://pharos.nih.gov/idg/targets/Q9Y6E0,Q9Y6E0,"protein serine-threonine kinase activity",GO Function
https://pharos.nih.gov/idg/targets/Q9Y6E0,Q9Y6E0,"protein kinase activity",GO Function
https://pharos.nih.gov/idg/targets/Q9Y6E0,Q9Y6E0,"cadherin binding",GO Function
https://pharos.nih.gov/idg/targets/Q9Y6E0,Q9Y6E0,"MAP kinase kinase kinase kinase activity",GO Function
https://pharos.nih.gov/idg/targets/Q9Y6E0,Q9Y6E0,"regulation of apoptotic process",GO Process
https://pharos.nih.gov/idg/targets/Q9Y6E0,Q9Y6E0,"response to hydrogen peroxide",GO Process
https://pharos.nih.gov/idg/targets/Q9Y6E0,Q9Y6E0,"signal transduction",GO Process
https://pharos.nih.gov/idg/targets/Q9Y6E0,Q9Y6E0,"protein autophosphorylation",GO Process
https://pharos.nih.gov/idg/targets/Q9Y6E0,Q9Y6E0,"protein phosphorylation",GO Process
https://pharos.nih.gov/idg/targets/Q9Y6E0,Q9Y6E0,"execution phase of apoptosis",GO Process
https://pharos.nih.gov/idg/targets/Q9Y6E0,Q9Y6E0,"regulation of mitotic cell cycle",GO Process
https://pharos.nih.gov/idg/targets/Q9Y6E0,Q9Y6E0,"negative regulation of cell migration",GO Process
https://pharos.nih.gov/idg/targets/Q9Y6E0,Q9Y6E0,"cellular response to starvation",GO Process
https://pharos.nih.gov/idg/targets/Q9Y6E0,Q9Y6E0,"intrinsic apoptotic signaling pathway in response to oxidative stress",GO Process
https://pharos.nih.gov/idg/targets/Q9Y6E0,Q9Y6E0,"neuron projection morphogenesis",GO Process
https://pharos.nih.gov/idg/targets/Q9Y6E0,Q9Y6E0,"regulation of axon regeneration",GO Process
https://pharos.nih.gov/idg/targets/Q9Y6E0,Q9Y6E0,"stress-activated protein kinase signaling cascade",GO Process
https://pharos.nih.gov/idg/targets/Q9Y6R4,Q9Y6R4,cytoplasm,GO Component
https://pharos.nih.gov/idg/targets/Q9Y6R4,Q9Y6R4,"perinuclear region of cytoplasm",GO Component
https://pharos.nih.gov/idg/targets/Q9Y6R4,Q9Y6R4,"metal ion binding",GO Function
https://pharos.nih.gov/idg/targets/Q9Y6R4,Q9Y6R4,"ATP binding",GO Function
https://pharos.nih.gov/idg/targets/Q9Y6R4,Q9Y6R4,"MAP kinase kinase kinase activity",GO Function
https://pharos.nih.gov/idg/targets/Q9Y6R4,Q9Y6R4,"regulation of apoptotic process",GO Process
https://pharos.nih.gov/idg/targets/Q9Y6R4,Q9Y6R4,"intracellular signal transduction",GO Process
https://pharos.nih.gov/idg/targets/Q9Y6R4,Q9Y6R4,"positive regulation of telomere maintenance via telomerase",GO Process
