"URL","Uniprot ID","Keyword","Link"
https://pharos.nih.gov/idg/targets/O94759,O94759,"Complete proteome",http://www.uniprot.org/keywords/KW-0181
https://pharos.nih.gov/idg/targets/O94759,O94759,Polymorphism,http://www.uniprot.org/keywords/KW-0621
https://pharos.nih.gov/idg/targets/O94759,O94759,"Reference proteome",http://www.uniprot.org/keywords/KW-1185
https://pharos.nih.gov/idg/targets/O94759,O94759,"Alternative splicing",http://www.uniprot.org/keywords/KW-0025
https://pharos.nih.gov/idg/targets/O94759,O94759,"Cell projection",http://www.uniprot.org/keywords/KW-0966
https://pharos.nih.gov/idg/targets/O94759,O94759,"Cell membrane",http://www.uniprot.org/keywords/KW-1003
https://pharos.nih.gov/idg/targets/O94759,O94759,Membrane,http://www.uniprot.org/keywords/KW-0472
https://pharos.nih.gov/idg/targets/O94759,O94759,Transmembrane,http://www.uniprot.org/keywords/KW-0812
https://pharos.nih.gov/idg/targets/O94759,O94759,"Transmembrane helix",http://www.uniprot.org/keywords/KW-1133
https://pharos.nih.gov/idg/targets/O94759,O94759,Calcium,http://www.uniprot.org/keywords/KW-0106
https://pharos.nih.gov/idg/targets/O94759,O94759,Transport,http://www.uniprot.org/keywords/KW-0813
https://pharos.nih.gov/idg/targets/O94759,O94759,"Calcium channel",http://www.uniprot.org/keywords/KW-0107
https://pharos.nih.gov/idg/targets/O94759,O94759,"Calcium transport",http://www.uniprot.org/keywords/KW-0109
https://pharos.nih.gov/idg/targets/O94759,O94759,"Ion channel",http://www.uniprot.org/keywords/KW-0407
https://pharos.nih.gov/idg/targets/O94759,O94759,"Ion transport",http://www.uniprot.org/keywords/KW-0406
https://pharos.nih.gov/idg/targets/O94759,O94759,Lysosome,http://www.uniprot.org/keywords/KW-0458
https://pharos.nih.gov/idg/targets/O94759,O94759,"Cytoplasmic vesicle",http://www.uniprot.org/keywords/KW-0968
https://pharos.nih.gov/idg/targets/O94759,O94759,Sodium,http://www.uniprot.org/keywords/KW-0915
https://pharos.nih.gov/idg/targets/O94759,O94759,"Sodium channel",http://www.uniprot.org/keywords/KW-0894
https://pharos.nih.gov/idg/targets/O94759,O94759,"Sodium transport",http://www.uniprot.org/keywords/KW-0739
https://pharos.nih.gov/idg/targets/Q9Y5S1,Q9Y5S1,"Complete proteome",http://www.uniprot.org/keywords/KW-0181
https://pharos.nih.gov/idg/targets/Q9Y5S1,Q9Y5S1,Polymorphism,http://www.uniprot.org/keywords/KW-0621
https://pharos.nih.gov/idg/targets/Q9Y5S1,Q9Y5S1,"Reference proteome",http://www.uniprot.org/keywords/KW-1185
https://pharos.nih.gov/idg/targets/Q9Y5S1,Q9Y5S1,Repeat,http://www.uniprot.org/keywords/KW-0677
https://pharos.nih.gov/idg/targets/Q9Y5S1,Q9Y5S1,Cytoplasm,http://www.uniprot.org/keywords/KW-0963
https://pharos.nih.gov/idg/targets/Q9Y5S1,Q9Y5S1,Phosphoprotein,http://www.uniprot.org/keywords/KW-0597
