"URL","Uniprot ID","Keyword","Link"
https://pharos.nih.gov/idg/targets/Q99928,Q99928,"Complete proteome",http://www.uniprot.org/keywords/KW-0181
https://pharos.nih.gov/idg/targets/Q99928,Q99928,Polymorphism,http://www.uniprot.org/keywords/KW-0621
https://pharos.nih.gov/idg/targets/Q99928,Q99928,"Reference proteome",http://www.uniprot.org/keywords/KW-1185
https://pharos.nih.gov/idg/targets/Q99928,Q99928,"Alternative splicing",http://www.uniprot.org/keywords/KW-0025
https://pharos.nih.gov/idg/targets/Q99928,Q99928,"Cell membrane",http://www.uniprot.org/keywords/KW-1003
https://pharos.nih.gov/idg/targets/Q99928,Q99928,"Disulfide bond",http://www.uniprot.org/keywords/KW-1015
https://pharos.nih.gov/idg/targets/Q99928,Q99928,Glycoprotein,http://www.uniprot.org/keywords/KW-0325
https://pharos.nih.gov/idg/targets/Q99928,Q99928,Membrane,http://www.uniprot.org/keywords/KW-0472
https://pharos.nih.gov/idg/targets/Q99928,Q99928,Transmembrane,http://www.uniprot.org/keywords/KW-0812
https://pharos.nih.gov/idg/targets/Q99928,Q99928,"Transmembrane helix",http://www.uniprot.org/keywords/KW-1133
https://pharos.nih.gov/idg/targets/Q99928,Q99928,Lipoprotein,http://www.uniprot.org/keywords/KW-0449
https://pharos.nih.gov/idg/targets/Q99928,Q99928,Palmitate,http://www.uniprot.org/keywords/KW-0564
https://pharos.nih.gov/idg/targets/Q99928,Q99928,Signal,http://www.uniprot.org/keywords/KW-0732
https://pharos.nih.gov/idg/targets/Q99928,Q99928,Transport,http://www.uniprot.org/keywords/KW-0813
https://pharos.nih.gov/idg/targets/Q99928,Q99928,"Ion channel",http://www.uniprot.org/keywords/KW-0407
https://pharos.nih.gov/idg/targets/Q99928,Q99928,"Ion transport",http://www.uniprot.org/keywords/KW-0406
https://pharos.nih.gov/idg/targets/Q99928,Q99928,"Cell junction",http://www.uniprot.org/keywords/KW-0965
https://pharos.nih.gov/idg/targets/Q99928,Q99928,"Postsynaptic cell membrane",http://www.uniprot.org/keywords/KW-0628
https://pharos.nih.gov/idg/targets/Q99928,Q99928,Synapse,http://www.uniprot.org/keywords/KW-0770
https://pharos.nih.gov/idg/targets/Q99928,Q99928,Chloride,http://www.uniprot.org/keywords/KW-0868
https://pharos.nih.gov/idg/targets/Q99928,Q99928,"Chloride channel",http://www.uniprot.org/keywords/KW-0869
https://pharos.nih.gov/idg/targets/P28472,P28472,"Complete proteome",http://www.uniprot.org/keywords/KW-0181
https://pharos.nih.gov/idg/targets/P28472,P28472,"Reference proteome",http://www.uniprot.org/keywords/KW-1185
https://pharos.nih.gov/idg/targets/P28472,P28472,"Alternative splicing",http://www.uniprot.org/keywords/KW-0025
https://pharos.nih.gov/idg/targets/P28472,P28472,"Disease mutation",http://www.uniprot.org/keywords/KW-0225
https://pharos.nih.gov/idg/targets/P28472,P28472,"Cell membrane",http://www.uniprot.org/keywords/KW-1003
https://pharos.nih.gov/idg/targets/P28472,P28472,"Disulfide bond",http://www.uniprot.org/keywords/KW-1015
https://pharos.nih.gov/idg/targets/P28472,P28472,Glycoprotein,http://www.uniprot.org/keywords/KW-0325
https://pharos.nih.gov/idg/targets/P28472,P28472,Membrane,http://www.uniprot.org/keywords/KW-0472
https://pharos.nih.gov/idg/targets/P28472,P28472,Receptor,http://www.uniprot.org/keywords/KW-0675
https://pharos.nih.gov/idg/targets/P28472,P28472,Transmembrane,http://www.uniprot.org/keywords/KW-0812
https://pharos.nih.gov/idg/targets/P28472,P28472,"Transmembrane helix",http://www.uniprot.org/keywords/KW-1133
https://pharos.nih.gov/idg/targets/P28472,P28472,3D-structure,http://www.uniprot.org/keywords/KW-0002
https://pharos.nih.gov/idg/targets/P28472,P28472,Signal,http://www.uniprot.org/keywords/KW-0732
https://pharos.nih.gov/idg/targets/P28472,P28472,"Direct protein sequencing",http://www.uniprot.org/keywords/KW-0903
https://pharos.nih.gov/idg/targets/P28472,P28472,Transport,http://www.uniprot.org/keywords/KW-0813
https://pharos.nih.gov/idg/targets/P28472,P28472,"Ion channel",http://www.uniprot.org/keywords/KW-0407
https://pharos.nih.gov/idg/targets/P28472,P28472,"Ion transport",http://www.uniprot.org/keywords/KW-0406
https://pharos.nih.gov/idg/targets/P28472,P28472,"Cytoplasmic vesicle",http://www.uniprot.org/keywords/KW-0968
https://pharos.nih.gov/idg/targets/P28472,P28472,"Cell junction",http://www.uniprot.org/keywords/KW-0965
https://pharos.nih.gov/idg/targets/P28472,P28472,"Ligand-gated ion channel",http://www.uniprot.org/keywords/KW-1071
https://pharos.nih.gov/idg/targets/P28472,P28472,"Postsynaptic cell membrane",http://www.uniprot.org/keywords/KW-0628
https://pharos.nih.gov/idg/targets/P28472,P28472,Synapse,http://www.uniprot.org/keywords/KW-0770
https://pharos.nih.gov/idg/targets/P28472,P28472,Epilepsy,http://www.uniprot.org/keywords/KW-0887
https://pharos.nih.gov/idg/targets/P28472,P28472,Chloride,http://www.uniprot.org/keywords/KW-0868
https://pharos.nih.gov/idg/targets/P28472,P28472,"Chloride channel",http://www.uniprot.org/keywords/KW-0869
https://pharos.nih.gov/idg/targets/P17787,P17787,"Complete proteome",http://www.uniprot.org/keywords/KW-0181
https://pharos.nih.gov/idg/targets/P17787,P17787,Polymorphism,http://www.uniprot.org/keywords/KW-0621
https://pharos.nih.gov/idg/targets/P17787,P17787,"Reference proteome",http://www.uniprot.org/keywords/KW-1185
https://pharos.nih.gov/idg/targets/P17787,P17787,"Disease mutation",http://www.uniprot.org/keywords/KW-0225
https://pharos.nih.gov/idg/targets/P17787,P17787,"Cell membrane",http://www.uniprot.org/keywords/KW-1003
https://pharos.nih.gov/idg/targets/P17787,P17787,"Disulfide bond",http://www.uniprot.org/keywords/KW-1015
https://pharos.nih.gov/idg/targets/P17787,P17787,Glycoprotein,http://www.uniprot.org/keywords/KW-0325
https://pharos.nih.gov/idg/targets/P17787,P17787,Membrane,http://www.uniprot.org/keywords/KW-0472
https://pharos.nih.gov/idg/targets/P17787,P17787,Receptor,http://www.uniprot.org/keywords/KW-0675
https://pharos.nih.gov/idg/targets/P17787,P17787,Transmembrane,http://www.uniprot.org/keywords/KW-0812
https://pharos.nih.gov/idg/targets/P17787,P17787,"Transmembrane helix",http://www.uniprot.org/keywords/KW-1133
https://pharos.nih.gov/idg/targets/P17787,P17787,3D-structure,http://www.uniprot.org/keywords/KW-0002
https://pharos.nih.gov/idg/targets/P17787,P17787,Signal,http://www.uniprot.org/keywords/KW-0732
https://pharos.nih.gov/idg/targets/P17787,P17787,Transport,http://www.uniprot.org/keywords/KW-0813
https://pharos.nih.gov/idg/targets/P17787,P17787,"Ion channel",http://www.uniprot.org/keywords/KW-0407
https://pharos.nih.gov/idg/targets/P17787,P17787,"Ion transport",http://www.uniprot.org/keywords/KW-0406
https://pharos.nih.gov/idg/targets/P17787,P17787,"Cell junction",http://www.uniprot.org/keywords/KW-0965
https://pharos.nih.gov/idg/targets/P17787,P17787,"Ligand-gated ion channel",http://www.uniprot.org/keywords/KW-1071
https://pharos.nih.gov/idg/targets/P17787,P17787,"Postsynaptic cell membrane",http://www.uniprot.org/keywords/KW-0628
https://pharos.nih.gov/idg/targets/P17787,P17787,Synapse,http://www.uniprot.org/keywords/KW-0770
https://pharos.nih.gov/idg/targets/P17787,P17787,Epilepsy,http://www.uniprot.org/keywords/KW-0887
https://pharos.nih.gov/idg/targets/Q9UN88,Q9UN88,"Complete proteome",http://www.uniprot.org/keywords/KW-0181
https://pharos.nih.gov/idg/targets/Q9UN88,Q9UN88,Polymorphism,http://www.uniprot.org/keywords/KW-0621
https://pharos.nih.gov/idg/targets/Q9UN88,Q9UN88,"Reference proteome",http://www.uniprot.org/keywords/KW-1185
https://pharos.nih.gov/idg/targets/Q9UN88,Q9UN88,"Cell membrane",http://www.uniprot.org/keywords/KW-1003
https://pharos.nih.gov/idg/targets/Q9UN88,Q9UN88,"Disulfide bond",http://www.uniprot.org/keywords/KW-1015
https://pharos.nih.gov/idg/targets/Q9UN88,Q9UN88,Glycoprotein,http://www.uniprot.org/keywords/KW-0325
https://pharos.nih.gov/idg/targets/Q9UN88,Q9UN88,Membrane,http://www.uniprot.org/keywords/KW-0472
https://pharos.nih.gov/idg/targets/Q9UN88,Q9UN88,Transmembrane,http://www.uniprot.org/keywords/KW-0812
https://pharos.nih.gov/idg/targets/Q9UN88,Q9UN88,"Transmembrane helix",http://www.uniprot.org/keywords/KW-1133
https://pharos.nih.gov/idg/targets/Q9UN88,Q9UN88,Signal,http://www.uniprot.org/keywords/KW-0732
https://pharos.nih.gov/idg/targets/Q9UN88,Q9UN88,Transport,http://www.uniprot.org/keywords/KW-0813
https://pharos.nih.gov/idg/targets/Q9UN88,Q9UN88,"Ion channel",http://www.uniprot.org/keywords/KW-0407
https://pharos.nih.gov/idg/targets/Q9UN88,Q9UN88,"Ion transport",http://www.uniprot.org/keywords/KW-0406
https://pharos.nih.gov/idg/targets/Q9UN88,Q9UN88,"Cell junction",http://www.uniprot.org/keywords/KW-0965
https://pharos.nih.gov/idg/targets/Q9UN88,Q9UN88,"Postsynaptic cell membrane",http://www.uniprot.org/keywords/KW-0628
https://pharos.nih.gov/idg/targets/Q9UN88,Q9UN88,Synapse,http://www.uniprot.org/keywords/KW-0770
https://pharos.nih.gov/idg/targets/Q9UN88,Q9UN88,Chloride,http://www.uniprot.org/keywords/KW-0868
https://pharos.nih.gov/idg/targets/Q9UN88,Q9UN88,"Chloride channel",http://www.uniprot.org/keywords/KW-0869
https://pharos.nih.gov/idg/targets/P02708,P02708,"Complete proteome",http://www.uniprot.org/keywords/KW-0181
https://pharos.nih.gov/idg/targets/P02708,P02708,"Reference proteome",http://www.uniprot.org/keywords/KW-1185
https://pharos.nih.gov/idg/targets/P02708,P02708,"Alternative splicing",http://www.uniprot.org/keywords/KW-0025
https://pharos.nih.gov/idg/targets/P02708,P02708,"Disease mutation",http://www.uniprot.org/keywords/KW-0225
https://pharos.nih.gov/idg/targets/P02708,P02708,"Cell membrane",http://www.uniprot.org/keywords/KW-1003
https://pharos.nih.gov/idg/targets/P02708,P02708,"Disulfide bond",http://www.uniprot.org/keywords/KW-1015
https://pharos.nih.gov/idg/targets/P02708,P02708,Glycoprotein,http://www.uniprot.org/keywords/KW-0325
https://pharos.nih.gov/idg/targets/P02708,P02708,Membrane,http://www.uniprot.org/keywords/KW-0472
https://pharos.nih.gov/idg/targets/P02708,P02708,Receptor,http://www.uniprot.org/keywords/KW-0675
https://pharos.nih.gov/idg/targets/P02708,P02708,Transmembrane,http://www.uniprot.org/keywords/KW-0812
https://pharos.nih.gov/idg/targets/P02708,P02708,"Transmembrane helix",http://www.uniprot.org/keywords/KW-1133
https://pharos.nih.gov/idg/targets/P02708,P02708,3D-structure,http://www.uniprot.org/keywords/KW-0002
https://pharos.nih.gov/idg/targets/P02708,P02708,Signal,http://www.uniprot.org/keywords/KW-0732
https://pharos.nih.gov/idg/targets/P02708,P02708,"Direct protein sequencing",http://www.uniprot.org/keywords/KW-0903
